,Day,wk_1,wk_2,wk_3,wk_4,wk_5,wk_6,wk_7,wk_8,wk_9,wk_10,wk_11,wk_12,wk_13,wk_14,wk_15,wk_16,wk_17,wk_18,wk_19,wk_20,wk_21,wk_22,wk_23,wk_24,wk_25,wk_26,wk_27,wk_28,wk_29,wk_30,wk_31,wk_32,wk_33,wk_34,wk_35,wk_36,wk_37,wk_38,wk_39,wk_40,wk_41,wk_42,wk_43,wk_44,wk_45,wk_46,wk_47,wk_48,wk_49,wk_50,wk_51,wk_52,wk_53
10,2003-12-15,0.0158017199,0.019800813700000003,0.0190428347,0.0159010375,0.0181559059,0.024180059900000002,0.0286635165,0.0316661987,0.0301550131,0.0299780183,0.023195673700000002,0.019470660600000002,0.0172985244,0.0151837092,0.012261642,0.0105433353,0.0107108132,0.008261205,0.0082050525,0.0063084633,0.006393495799999999,0.0058660903000000006,0.007730235699999999,0.00790743,0.0071184726,0.0079463748,0.0058660380000000005,0.0061598201,0.0049150682,0.0060434139,0.0052447804,0.0059069238,0.0050513531,0.0063427066,0.006101184,0.006412266,0.006614285699999999,0.0079268106,0.006390593000000001,0.0063673154,0.0074782877,0.009608725799999999,0.010432493000000001,0.0105449561,0.0111231323,0.0141273571,0.0172702814,0.0240699968,0.031096225,0.0430778939,0.048302971900000005,0.064290479,0.0686734454
11,2003-12-22,0.019800813700000003,0.0190428347,0.0159010375,0.0181559059,0.024180059900000002,0.0286635165,0.0316661987,0.0301550131,0.0299780183,0.023195673700000002,0.019470660600000002,0.0172985244,0.0151837092,0.012261642,0.0105433353,0.0107108132,0.008261205,0.0082050525,0.0063084633,0.006393495799999999,0.0058660903000000006,0.007730235699999999,0.00790743,0.0071184726,0.0079463748,0.0058660380000000005,0.0061598201,0.0049150682,0.0060434139,0.0052447804,0.0059069238,0.0050513531,0.0063427066,0.006101184,0.006412266,0.006614285699999999,0.0079268106,0.006390593000000001,0.0063673154,0.0074782877,0.009608725799999999,0.010432493000000001,0.0105449561,0.0111231323,0.0141273571,0.0172702814,0.0240699968,0.031096225,0.0430778939,0.048302971900000005,0.064290479,0.0686734454,0.0706495541
12,2003-12-29,0.0190428347,0.0159010375,0.0181559059,0.024180059900000002,0.0286635165,0.0316661987,0.0301550131,0.0299780183,0.023195673700000002,0.019470660600000002,0.0172985244,0.0151837092,0.012261642,0.0105433353,0.0107108132,0.008261205,0.0082050525,0.0063084633,0.006393495799999999,0.0058660903000000006,0.007730235699999999,0.00790743,0.0071184726,0.0079463748,0.0058660380000000005,0.0061598201,0.0049150682,0.0060434139,0.0052447804,0.0059069238,0.0050513531,0.0063427066,0.006101184,0.006412266,0.006614285699999999,0.0079268106,0.006390593000000001,0.0063673154,0.0074782877,0.009608725799999999,0.010432493000000001,0.0105449561,0.0111231323,0.0141273571,0.0172702814,0.0240699968,0.031096225,0.0430778939,0.048302971900000005,0.064290479,0.0686734454,0.0706495541,0.0455115024
13,2003-12-29,0.0159010375,0.0181559059,0.024180059900000002,0.0286635165,0.0316661987,0.0301550131,0.0299780183,0.023195673700000002,0.019470660600000002,0.0172985244,0.0151837092,0.012261642,0.0105433353,0.0107108132,0.008261205,0.0082050525,0.0063084633,0.006393495799999999,0.0058660903000000006,0.007730235699999999,0.00790743,0.0071184726,0.0079463748,0.0058660380000000005,0.0061598201,0.0049150682,0.0060434139,0.0052447804,0.0059069238,0.0050513531,0.0063427066,0.006101184,0.006412266,0.006614285699999999,0.0079268106,0.006390593000000001,0.0063673154,0.0074782877,0.009608725799999999,0.010432493000000001,0.0105449561,0.0111231323,0.0141273571,0.0172702814,0.0240699968,0.031096225,0.0430778939,0.048302971900000005,0.064290479,0.0686734454,0.0706495541,0.0455115024,0.0241833122
14,2004-01-05,0.0181559059,0.024180059900000002,0.0286635165,0.0316661987,0.0301550131,0.0299780183,0.023195673700000002,0.019470660600000002,0.0172985244,0.0151837092,0.012261642,0.0105433353,0.0107108132,0.008261205,0.0082050525,0.0063084633,0.006393495799999999,0.0058660903000000006,0.007730235699999999,0.00790743,0.0071184726,0.0079463748,0.0058660380000000005,0.0061598201,0.0049150682,0.0060434139,0.0052447804,0.0059069238,0.0050513531,0.0063427066,0.006101184,0.006412266,0.006614285699999999,0.0079268106,0.006390593000000001,0.0063673154,0.0074782877,0.009608725799999999,0.010432493000000001,0.0105449561,0.0111231323,0.0141273571,0.0172702814,0.0240699968,0.031096225,0.0430778939,0.048302971900000005,0.064290479,0.0686734454,0.0706495541,0.0455115024,0.0241833122,0.018090559699999998
15,2004-01-12,0.024180059900000002,0.0286635165,0.0316661987,0.0301550131,0.0299780183,0.023195673700000002,0.019470660600000002,0.0172985244,0.0151837092,0.012261642,0.0105433353,0.0107108132,0.008261205,0.0082050525,0.0063084633,0.006393495799999999,0.0058660903000000006,0.007730235699999999,0.00790743,0.0071184726,0.0079463748,0.0058660380000000005,0.0061598201,0.0049150682,0.0060434139,0.0052447804,0.0059069238,0.0050513531,0.0063427066,0.006101184,0.006412266,0.006614285699999999,0.0079268106,0.006390593000000001,0.0063673154,0.0074782877,0.009608725799999999,0.010432493000000001,0.0105449561,0.0111231323,0.0141273571,0.0172702814,0.0240699968,0.031096225,0.0430778939,0.048302971900000005,0.064290479,0.0686734454,0.0706495541,0.0455115024,0.0241833122,0.018090559699999998,0.017120238500000003
16,2004-01-19,0.0286635165,0.0316661987,0.0301550131,0.0299780183,0.023195673700000002,0.019470660600000002,0.0172985244,0.0151837092,0.012261642,0.0105433353,0.0107108132,0.008261205,0.0082050525,0.0063084633,0.006393495799999999,0.0058660903000000006,0.007730235699999999,0.00790743,0.0071184726,0.0079463748,0.0058660380000000005,0.0061598201,0.0049150682,0.0060434139,0.0052447804,0.0059069238,0.0050513531,0.0063427066,0.006101184,0.006412266,0.006614285699999999,0.0079268106,0.006390593000000001,0.0063673154,0.0074782877,0.009608725799999999,0.010432493000000001,0.0105449561,0.0111231323,0.0141273571,0.0172702814,0.0240699968,0.031096225,0.0430778939,0.048302971900000005,0.064290479,0.0686734454,0.0706495541,0.0455115024,0.0241833122,0.018090559699999998,0.017120238500000003,0.0154249511
17,2004-01-26,0.0316661987,0.0301550131,0.0299780183,0.023195673700000002,0.019470660600000002,0.0172985244,0.0151837092,0.012261642,0.0105433353,0.0107108132,0.008261205,0.0082050525,0.0063084633,0.006393495799999999,0.0058660903000000006,0.007730235699999999,0.00790743,0.0071184726,0.0079463748,0.0058660380000000005,0.0061598201,0.0049150682,0.0060434139,0.0052447804,0.0059069238,0.0050513531,0.0063427066,0.006101184,0.006412266,0.006614285699999999,0.0079268106,0.006390593000000001,0.0063673154,0.0074782877,0.009608725799999999,0.010432493000000001,0.0105449561,0.0111231323,0.0141273571,0.0172702814,0.0240699968,0.031096225,0.0430778939,0.048302971900000005,0.064290479,0.0686734454,0.0706495541,0.0455115024,0.0241833122,0.018090559699999998,0.017120238500000003,0.0154249511,0.0143786826
18,2004-02-02,0.0301550131,0.0299780183,0.023195673700000002,0.019470660600000002,0.0172985244,0.0151837092,0.012261642,0.0105433353,0.0107108132,0.008261205,0.0082050525,0.0063084633,0.006393495799999999,0.0058660903000000006,0.007730235699999999,0.00790743,0.0071184726,0.0079463748,0.0058660380000000005,0.0061598201,0.0049150682,0.0060434139,0.0052447804,0.0059069238,0.0050513531,0.0063427066,0.006101184,0.006412266,0.006614285699999999,0.0079268106,0.006390593000000001,0.0063673154,0.0074782877,0.009608725799999999,0.010432493000000001,0.0105449561,0.0111231323,0.0141273571,0.0172702814,0.0240699968,0.031096225,0.0430778939,0.048302971900000005,0.064290479,0.0686734454,0.0706495541,0.0455115024,0.0241833122,0.018090559699999998,0.017120238500000003,0.0154249511,0.0143786826,0.0132427397
19,2004-02-09,0.0299780183,0.023195673700000002,0.019470660600000002,0.0172985244,0.0151837092,0.012261642,0.0105433353,0.0107108132,0.008261205,0.0082050525,0.0063084633,0.006393495799999999,0.0058660903000000006,0.007730235699999999,0.00790743,0.0071184726,0.0079463748,0.0058660380000000005,0.0061598201,0.0049150682,0.0060434139,0.0052447804,0.0059069238,0.0050513531,0.0063427066,0.006101184,0.006412266,0.006614285699999999,0.0079268106,0.006390593000000001,0.0063673154,0.0074782877,0.009608725799999999,0.010432493000000001,0.0105449561,0.0111231323,0.0141273571,0.0172702814,0.0240699968,0.031096225,0.0430778939,0.048302971900000005,0.064290479,0.0686734454,0.0706495541,0.0455115024,0.0241833122,0.018090559699999998,0.017120238500000003,0.0154249511,0.0143786826,0.0132427397,0.0130725667
20,2004-02-16,0.023195673700000002,0.019470660600000002,0.0172985244,0.0151837092,0.012261642,0.0105433353,0.0107108132,0.008261205,0.0082050525,0.0063084633,0.006393495799999999,0.0058660903000000006,0.007730235699999999,0.00790743,0.0071184726,0.0079463748,0.0058660380000000005,0.0061598201,0.0049150682,0.0060434139,0.0052447804,0.0059069238,0.0050513531,0.0063427066,0.006101184,0.006412266,0.006614285699999999,0.0079268106,0.006390593000000001,0.0063673154,0.0074782877,0.009608725799999999,0.010432493000000001,0.0105449561,0.0111231323,0.0141273571,0.0172702814,0.0240699968,0.031096225,0.0430778939,0.048302971900000005,0.064290479,0.0686734454,0.0706495541,0.0455115024,0.0241833122,0.018090559699999998,0.017120238500000003,0.0154249511,0.0143786826,0.0132427397,0.0130725667,0.0103697698
21,2004-02-23,0.019470660600000002,0.0172985244,0.0151837092,0.012261642,0.0105433353,0.0107108132,0.008261205,0.0082050525,0.0063084633,0.006393495799999999,0.0058660903000000006,0.007730235699999999,0.00790743,0.0071184726,0.0079463748,0.0058660380000000005,0.0061598201,0.0049150682,0.0060434139,0.0052447804,0.0059069238,0.0050513531,0.0063427066,0.006101184,0.006412266,0.006614285699999999,0.0079268106,0.006390593000000001,0.0063673154,0.0074782877,0.009608725799999999,0.010432493000000001,0.0105449561,0.0111231323,0.0141273571,0.0172702814,0.0240699968,0.031096225,0.0430778939,0.048302971900000005,0.064290479,0.0686734454,0.0706495541,0.0455115024,0.0241833122,0.018090559699999998,0.017120238500000003,0.0154249511,0.0143786826,0.0132427397,0.0130725667,0.0103697698,0.0101032044
22,2004-03-01,0.0172985244,0.0151837092,0.012261642,0.0105433353,0.0107108132,0.008261205,0.0082050525,0.0063084633,0.006393495799999999,0.0058660903000000006,0.007730235699999999,0.00790743,0.0071184726,0.0079463748,0.0058660380000000005,0.0061598201,0.0049150682,0.0060434139,0.0052447804,0.0059069238,0.0050513531,0.0063427066,0.006101184,0.006412266,0.006614285699999999,0.0079268106,0.006390593000000001,0.0063673154,0.0074782877,0.009608725799999999,0.010432493000000001,0.0105449561,0.0111231323,0.0141273571,0.0172702814,0.0240699968,0.031096225,0.0430778939,0.048302971900000005,0.064290479,0.0686734454,0.0706495541,0.0455115024,0.0241833122,0.018090559699999998,0.017120238500000003,0.0154249511,0.0143786826,0.0132427397,0.0130725667,0.0103697698,0.0101032044,0.0105249248
23,2004-03-08,0.0151837092,0.012261642,0.0105433353,0.0107108132,0.008261205,0.0082050525,0.0063084633,0.006393495799999999,0.0058660903000000006,0.007730235699999999,0.00790743,0.0071184726,0.0079463748,0.0058660380000000005,0.0061598201,0.0049150682,0.0060434139,0.0052447804,0.0059069238,0.0050513531,0.0063427066,0.006101184,0.006412266,0.006614285699999999,0.0079268106,0.006390593000000001,0.0063673154,0.0074782877,0.009608725799999999,0.010432493000000001,0.0105449561,0.0111231323,0.0141273571,0.0172702814,0.0240699968,0.031096225,0.0430778939,0.048302971900000005,0.064290479,0.0686734454,0.0706495541,0.0455115024,0.0241833122,0.018090559699999998,0.017120238500000003,0.0154249511,0.0143786826,0.0132427397,0.0130725667,0.0103697698,0.0101032044,0.0105249248,0.0102009007
24,2004-03-15,0.012261642,0.0105433353,0.0107108132,0.008261205,0.0082050525,0.0063084633,0.006393495799999999,0.0058660903000000006,0.007730235699999999,0.00790743,0.0071184726,0.0079463748,0.0058660380000000005,0.0061598201,0.0049150682,0.0060434139,0.0052447804,0.0059069238,0.0050513531,0.0063427066,0.006101184,0.006412266,0.006614285699999999,0.0079268106,0.006390593000000001,0.0063673154,0.0074782877,0.009608725799999999,0.010432493000000001,0.0105449561,0.0111231323,0.0141273571,0.0172702814,0.0240699968,0.031096225,0.0430778939,0.048302971900000005,0.064290479,0.0686734454,0.0706495541,0.0455115024,0.0241833122,0.018090559699999998,0.017120238500000003,0.0154249511,0.0143786826,0.0132427397,0.0130725667,0.0103697698,0.0101032044,0.0105249248,0.0102009007,0.0092441872
25,2004-03-22,0.0105433353,0.0107108132,0.008261205,0.0082050525,0.0063084633,0.006393495799999999,0.0058660903000000006,0.007730235699999999,0.00790743,0.0071184726,0.0079463748,0.0058660380000000005,0.0061598201,0.0049150682,0.0060434139,0.0052447804,0.0059069238,0.0050513531,0.0063427066,0.006101184,0.006412266,0.006614285699999999,0.0079268106,0.006390593000000001,0.0063673154,0.0074782877,0.009608725799999999,0.010432493000000001,0.0105449561,0.0111231323,0.0141273571,0.0172702814,0.0240699968,0.031096225,0.0430778939,0.048302971900000005,0.064290479,0.0686734454,0.0706495541,0.0455115024,0.0241833122,0.018090559699999998,0.017120238500000003,0.0154249511,0.0143786826,0.0132427397,0.0130725667,0.0103697698,0.0101032044,0.0105249248,0.0102009007,0.0092441872,0.0079064503
26,2004-03-29,0.0107108132,0.008261205,0.0082050525,0.0063084633,0.006393495799999999,0.0058660903000000006,0.007730235699999999,0.00790743,0.0071184726,0.0079463748,0.0058660380000000005,0.0061598201,0.0049150682,0.0060434139,0.0052447804,0.0059069238,0.0050513531,0.0063427066,0.006101184,0.006412266,0.006614285699999999,0.0079268106,0.006390593000000001,0.0063673154,0.0074782877,0.009608725799999999,0.010432493000000001,0.0105449561,0.0111231323,0.0141273571,0.0172702814,0.0240699968,0.031096225,0.0430778939,0.048302971900000005,0.064290479,0.0686734454,0.0706495541,0.0455115024,0.0241833122,0.018090559699999998,0.017120238500000003,0.0154249511,0.0143786826,0.0132427397,0.0130725667,0.0103697698,0.0101032044,0.0105249248,0.0102009007,0.0092441872,0.0079064503,0.0080260978
27,2004-04-05,0.008261205,0.0082050525,0.0063084633,0.006393495799999999,0.0058660903000000006,0.007730235699999999,0.00790743,0.0071184726,0.0079463748,0.0058660380000000005,0.0061598201,0.0049150682,0.0060434139,0.0052447804,0.0059069238,0.0050513531,0.0063427066,0.006101184,0.006412266,0.006614285699999999,0.0079268106,0.006390593000000001,0.0063673154,0.0074782877,0.009608725799999999,0.010432493000000001,0.0105449561,0.0111231323,0.0141273571,0.0172702814,0.0240699968,0.031096225,0.0430778939,0.048302971900000005,0.064290479,0.0686734454,0.0706495541,0.0455115024,0.0241833122,0.018090559699999998,0.017120238500000003,0.0154249511,0.0143786826,0.0132427397,0.0130725667,0.0103697698,0.0101032044,0.0105249248,0.0102009007,0.0092441872,0.0079064503,0.0080260978,0.0083612999
28,2004-04-12,0.0082050525,0.0063084633,0.006393495799999999,0.0058660903000000006,0.007730235699999999,0.00790743,0.0071184726,0.0079463748,0.0058660380000000005,0.0061598201,0.0049150682,0.0060434139,0.0052447804,0.0059069238,0.0050513531,0.0063427066,0.006101184,0.006412266,0.006614285699999999,0.0079268106,0.006390593000000001,0.0063673154,0.0074782877,0.009608725799999999,0.010432493000000001,0.0105449561,0.0111231323,0.0141273571,0.0172702814,0.0240699968,0.031096225,0.0430778939,0.048302971900000005,0.064290479,0.0686734454,0.0706495541,0.0455115024,0.0241833122,0.018090559699999998,0.017120238500000003,0.0154249511,0.0143786826,0.0132427397,0.0130725667,0.0103697698,0.0101032044,0.0105249248,0.0102009007,0.0092441872,0.0079064503,0.0080260978,0.0083612999,0.007924358000000001
29,2004-04-19,0.0063084633,0.006393495799999999,0.0058660903000000006,0.007730235699999999,0.00790743,0.0071184726,0.0079463748,0.0058660380000000005,0.0061598201,0.0049150682,0.0060434139,0.0052447804,0.0059069238,0.0050513531,0.0063427066,0.006101184,0.006412266,0.006614285699999999,0.0079268106,0.006390593000000001,0.0063673154,0.0074782877,0.009608725799999999,0.010432493000000001,0.0105449561,0.0111231323,0.0141273571,0.0172702814,0.0240699968,0.031096225,0.0430778939,0.048302971900000005,0.064290479,0.0686734454,0.0706495541,0.0455115024,0.0241833122,0.018090559699999998,0.017120238500000003,0.0154249511,0.0143786826,0.0132427397,0.0130725667,0.0103697698,0.0101032044,0.0105249248,0.0102009007,0.0092441872,0.0079064503,0.0080260978,0.0083612999,0.007924358000000001,0.006835877299999999
30,2004-04-26,0.006393495799999999,0.0058660903000000006,0.007730235699999999,0.00790743,0.0071184726,0.0079463748,0.0058660380000000005,0.0061598201,0.0049150682,0.0060434139,0.0052447804,0.0059069238,0.0050513531,0.0063427066,0.006101184,0.006412266,0.006614285699999999,0.0079268106,0.006390593000000001,0.0063673154,0.0074782877,0.009608725799999999,0.010432493000000001,0.0105449561,0.0111231323,0.0141273571,0.0172702814,0.0240699968,0.031096225,0.0430778939,0.048302971900000005,0.064290479,0.0686734454,0.0706495541,0.0455115024,0.0241833122,0.018090559699999998,0.017120238500000003,0.0154249511,0.0143786826,0.0132427397,0.0130725667,0.0103697698,0.0101032044,0.0105249248,0.0102009007,0.0092441872,0.0079064503,0.0080260978,0.0083612999,0.007924358000000001,0.006835877299999999,0.0075745227
31,2004-05-03,0.0058660903000000006,0.007730235699999999,0.00790743,0.0071184726,0.0079463748,0.0058660380000000005,0.0061598201,0.0049150682,0.0060434139,0.0052447804,0.0059069238,0.0050513531,0.0063427066,0.006101184,0.006412266,0.006614285699999999,0.0079268106,0.006390593000000001,0.0063673154,0.0074782877,0.009608725799999999,0.010432493000000001,0.0105449561,0.0111231323,0.0141273571,0.0172702814,0.0240699968,0.031096225,0.0430778939,0.048302971900000005,0.064290479,0.0686734454,0.0706495541,0.0455115024,0.0241833122,0.018090559699999998,0.017120238500000003,0.0154249511,0.0143786826,0.0132427397,0.0130725667,0.0103697698,0.0101032044,0.0105249248,0.0102009007,0.0092441872,0.0079064503,0.0080260978,0.0083612999,0.007924358000000001,0.006835877299999999,0.0075745227,0.0078858542
32,2004-05-10,0.007730235699999999,0.00790743,0.0071184726,0.0079463748,0.0058660380000000005,0.0061598201,0.0049150682,0.0060434139,0.0052447804,0.0059069238,0.0050513531,0.0063427066,0.006101184,0.006412266,0.006614285699999999,0.0079268106,0.006390593000000001,0.0063673154,0.0074782877,0.009608725799999999,0.010432493000000001,0.0105449561,0.0111231323,0.0141273571,0.0172702814,0.0240699968,0.031096225,0.0430778939,0.048302971900000005,0.064290479,0.0686734454,0.0706495541,0.0455115024,0.0241833122,0.018090559699999998,0.017120238500000003,0.0154249511,0.0143786826,0.0132427397,0.0130725667,0.0103697698,0.0101032044,0.0105249248,0.0102009007,0.0092441872,0.0079064503,0.0080260978,0.0083612999,0.007924358000000001,0.006835877299999999,0.0075745227,0.0078858542,0.0081217098
